checkpoint_mode,target_family,target,parameter_group,parameter_group_base,parameter_tensor_count,requires_grad_tensor_count,classification,connected_tensor_count,unused_tensor_count,finite_gradient_tensor_count,nonzero_gradient_tensor_count,gradient_l1_norm,gradient_l2_norm,maximum_absolute_gradient
joint,candidate,candidate/00100000000000/counterfactual_score_refute,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_score_refute,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,955.6600341796875,8.043882369995117,2.33514404296875
joint,candidate,candidate/00100000000000/counterfactual_score_refute,joint:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,365.7469787597656,2.5626914501190186,0.3837704062461853
joint,candidate,candidate/00100000000000/counterfactual_score_refute,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,75.88133239746094,0.8782079219818115,0.11269812285900116
joint,candidate,candidate/00100000000000/counterfactual_score_refute,joint:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,6,179.15609741210938,2.6853463649749756,0.6127955913543701
joint,candidate,candidate/00100000000000/counterfactual_score_refute,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_score_refute,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_score_refute,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_score_refute,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_refute,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_refute,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,142.7269287109375,1.4823219776153564,0.6480017900466919
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_refute,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,217.60934448242188,1.7518503665924072,0.5100148916244507
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_refute,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_refute,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_refute,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_refute,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_refute,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_refute,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2600.74365234375,20.168981552124023,4.424208641052246
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,joint:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,1069.0233154296875,8.264226913452148,2.4086852073669434
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,236.7340087890625,2.7370259761810303,0.32995808124542236
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,joint:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,6,612.0086669921875,10.4174165725708,2.810325860977173
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_NONZERO,2,0,2,2,5.972292423248291,4.459813594818115,4.0
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,3647.2646484375,37.910850524902344,16.998125076293945
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,4000.7353515625,31.725271224975586,8.663393020629883
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_not_entitled,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2419.47998046875,19.14910125732422,4.554075241088867
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,joint:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,1042.33935546875,7.915440559387207,2.2244009971618652
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,230.7194366455078,2.622368812561035,0.29620030522346497
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,joint:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,8,581.3914184570312,10.05097770690918,2.810325860977173
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2626.69482421875,27.294754028320312,12.271443367004395
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2752.98828125,21.787458419799805,5.874924659729004
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_support_minus_refute,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,963.6347045898438,8.136601448059082,2.290013313293457
joint,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,joint:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,365.87017822265625,2.550884246826172,0.3663880527019501
joint,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,79.50254821777344,0.9177859425544739,0.11107124388217926
joint,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,joint:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,6,179.15609741210938,2.6853463649749756,0.6127955913543701
joint,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_NONZERO,2,0,2,2,5.972292423248291,4.459813594818115,4.0
joint,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,1021.1630249023438,10.620010375976562,4.726680755615234
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,1249.3056640625,9.955804824829102,2.7884695529937744
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_margin_refute_minus_not_entitled,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2136.336181640625,16.06739044189453,3.221604585647583
joint,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,joint:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,917.518310546875,6.907780647277832,1.8104753494262695
joint,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,201.3252716064453,2.3537967205047607,0.3196106255054474
joint,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,joint:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,6,472.74365234375,7.519604206085205,1.9057447910308838
joint,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_NONZERO,2,0,2,2,3.5884552001953125,2.554053783416748,2.0
joint,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2821.6279296875,28.82639503479004,13.483245849609375
frame_local_only,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2392.975830078125,18.410629272460938,4.969223499298096
frame_local_only,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_top1_runner_up_margin,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_support_minus_not_entitled,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_support_minus_not_entitled,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,7289.94091796875,59.72108459472656,16.102466583251953
joint,direction,direction/00100000000000/delta_support_minus_not_entitled,joint:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2275.3388671875,16.533489227294922,3.3085317611694336
joint,direction,direction/00100000000000/delta_support_minus_not_entitled,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,201.27993774414062,2.3770670890808105,0.29763057827949524
joint,direction,direction/00100000000000/delta_support_minus_not_entitled,joint:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,6,504.79217529296875,8.533429145812988,2.2808008193969727
joint,direction,direction/00100000000000/delta_support_minus_not_entitled,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_NONZERO,2,0,2,1,0.4435696601867676,0.4435696601867676,0.4435696601867676
joint,direction,direction/00100000000000/delta_support_minus_not_entitled,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_support_minus_not_entitled,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_support_minus_not_entitled,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_not_entitled,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_not_entitled,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,3647.2646484375,37.910850524902344,16.998125076293945
frame_local_only,direction,direction/00100000000000/delta_support_minus_not_entitled,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,4000.7353515625,31.725271224975586,8.663393020629883
frame_local_only,direction,direction/00100000000000/delta_support_minus_not_entitled,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_not_entitled,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_not_entitled,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_not_entitled,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_not_entitled,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_not_entitled,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_support_minus_refute,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_support_minus_refute,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,5765.91650390625,47.428768157958984,13.584192276000977
joint,direction,direction/00100000000000/delta_support_minus_refute,joint:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,1808.4930419921875,12.87911319732666,2.356633186340332
joint,direction,direction/00100000000000/delta_support_minus_refute,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,199.64088439941406,2.316485643386841,0.26771411299705505
joint,direction,direction/00100000000000/delta_support_minus_refute,joint:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,8,485.45892333984375,8.28003215789795,2.2808008193969727
joint,direction,direction/00100000000000/delta_support_minus_refute,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_support_minus_refute,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_support_minus_refute,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_support_minus_refute,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_refute,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_refute,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2626.69482421875,27.294754028320312,12.271443367004395
frame_local_only,direction,direction/00100000000000/delta_support_minus_refute,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2752.98828125,21.787458419799805,5.874924659729004
frame_local_only,direction,direction/00100000000000/delta_support_minus_refute,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_refute,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_refute,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_refute,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_refute,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_support_minus_refute,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_refute_minus_not_entitled,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_refute_minus_not_entitled,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,1754.2451171875,13.815997123718262,2.5182738304138184
joint,direction,direction/00100000000000/delta_refute_minus_not_entitled,joint:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,602.175537109375,4.580821990966797,0.951898455619812
joint,direction,direction/00100000000000/delta_refute_minus_not_entitled,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,68.31782531738281,0.7944191098213196,0.09687527269124985
joint,direction,direction/00100000000000/delta_refute_minus_not_entitled,joint:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,6,149.7294464111328,2.252500534057617,0.5161176919937134
joint,direction,direction/00100000000000/delta_refute_minus_not_entitled,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_NONZERO,2,0,2,1,0.4435696601867676,0.4435696601867676,0.4435696601867676
joint,direction,direction/00100000000000/delta_refute_minus_not_entitled,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_refute_minus_not_entitled,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_refute_minus_not_entitled,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_refute_minus_not_entitled,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_refute_minus_not_entitled,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,1021.1630249023438,10.620010375976562,4.726680755615234
frame_local_only,direction,direction/00100000000000/delta_refute_minus_not_entitled,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,1249.3056640625,9.955804824829102,2.7884695529937744
frame_local_only,direction,direction/00100000000000/delta_refute_minus_not_entitled,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_refute_minus_not_entitled,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_refute_minus_not_entitled,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_refute_minus_not_entitled,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_refute_minus_not_entitled,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/00100000000000/delta_refute_minus_not_entitled,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/00100000000000/delta_top1_runner_up_margin,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
